,Marca,Valor
1308,Celular Caterpillar Cat B26 Prova D'agua 2 Chips Resistente,R$489
1309,Smartphone Positivo S518 64 Gb 1 Gb Ram Vermelho,R$649
1310,Telefone Portátil Desbloqueado Para Idosos,"R$219,63"
1311,Samsung Galaxy J5 Pro 32gb Dourado Bom - Celular Usado,R$579
1312,Smartphone Motorola Moto E7 Plus 64gb Camera Dupla Azul Navy,R$1.135
1313,Samsung Galaxy Pocket 2 Duos G110 - Android 3g - Exposição,R$399
1314,LG G8s Thinq Dual Sim 128gb Aurora Black 6gb Ram - Muito Bom,R$1.629
1315,iPhone 6s 32 Gb Prata/lacrado/original / 1 Ano De Garantia,R$1.655
1316,"Celular Simples Modelo LG B220 Original Ligação, Radio, Dual","R$169,90"
1317,Samsung Galaxy J5 Pro 32gb Dourado 3gb Ram  (sem Carregador),"R$389,90"
1318,Ulefone Armor 7 2019 128 Gb 8 Gb Ram + Carregador Wireless,R$3.500
1319,Celular Samsung Galaxy A12 A125 Dual 64gb 4gb Ram Branco,R$1.189
1320,Realme C11 (2021) Dual Sim 32 Gb Cool Blue 2 Gb Ram+nf,R$680
1321,Xiaomi Poco F3 5g 128gb 6gb Azul + Pelicula + Capa,R$2.523
1322,Celular Barato Simples Nokia 110 Ligações Jogos Fotos + Fone,"R$223,38"
1323,iPhone 8 64gb Preto Novo Original Aparelho Selado Lacrado,R$2.298
1324,Moto G10 128 Gb Aurora-grey 4 Gb Ram,R$1.399
1325,Celular Blu Zoey 2.4 (3g) Dualsim Tela 2.4  Vga,R$350
1326,Smartphone Samsung Galaxy S20 Ultra Tela 6.9 128gb 12gb Ram,R$8.499
1327,Celular Smartphone Multilaser F Preto P9130 1 Gb Ram ,"R$469,90"
1328, Moto G9 Power Dual 128 Gb Verde-pacífico 4gb Ram Vitrine,R$1.498
1329,Samsung Galaxy Note 20 256gb Cinza Excelente Usado Seminovo,R$3.049
1330,Mini 3 Em 1 Selfie Stick TriPod Bluetooth Remoto,"R$103,55"
1331, iPhone X 64 GB cinza-espacial,R$3.209
1332,Xiaomi Redmi 9c 64 Gb  Midnight Gray 3 Gb Ram,R$1.069
1333,Celular Multilaser Vita Ii Flip Dual Chip - Azul P9020,"R$249,90"
1334,Celular Meu Sn80 Preto 2 Chips Qwerty 1.3mp Bluetooth Wifi,R$60
1335,Celular Bv9700 Pro Câmera Noturna E Capa. Já No Brasil,R$3.499
1336,LG B220a Dual Sim 32 Mb  Preto 32 Mb Ram,R$120
1337,Celular Nokia X1-01  X1 01 Dual Chip Desbloqueado,R$389
1338,Usado: Samsung Galaxy A20 32gb Preto Bom - Trocafone,R$739
1339,"Samsung Galaxy S21 Ultra 5g, Prata, 512gb, Tela 6.8, Câm. 10",R$4.000
1340,Apple iPhone 7 Plus 32  Gb Original  Vitrine Pronta Entrega ,R$1.799
1341,iPhone Samsung Xiaomi Top Fornecedores L!sta,"R$18,99"
1342, Moto G9 Power Dual Sim 128 Gb Verde-pacífico 4 Gb Ram,R$1.670
1343,Smartphone Bateria Boa Resiste Bem A Queda Prova De Agua,R$1.549
1344,Smartphone Multilaser E Lite 32gb 3g P9126 [reembalado],"R$412,90"
1345,"Celular Simples Zapp - 3g, Wifi, Whatsapp, Bluetooth, 2chips","R$330,66"
1346,iPhone 8 Plus 64gb Vitrine Com Garantia Promoção 12x S Juros,R$2.599
1347,Motorola Moto G5 Plus Tv Digital Xt1683 Dual 32gb Mostruário,R$849
1348,iPhone 7 32gb Tela Retina 4.7 Ios10 4g Câm 12mp Vitrine Orig,R$1.095
1349,Motorola Moto One Vision 128gb Azul Safira Bom Celular Usado,R$1.029
1350,Samsung Galaxy A80 128gb Preto Muito Bom Usado,R$1.609
1351,Xiaomi Redmi Note 10 Dual Sim 128gb Pebblewhite 4gb Envio Hj,R$1.822
1352, iPhone 8 64gb Preto Novo Original Carregador Fone Brinde,R$2.299
1353,Smarphone Samsung Galaxy M02 Lte Dual 6.5  3gb/32g Lacrado,R$758
1354,Cat S52 Dual 64 Gb Preto 4 Gb Ram,R$1.995
1355,Motorola One Macro 64gb Azul Espacial Muito Bom Usado,R$929
1356,iPhone 12 256gb - Branco,R$8.001
1357,Positivo Twist 2 Pro S532 Dual SIM 32 GB preto 1 GB RAM,R$649
1358,Tripé Extensível Com Obturador Remoto Bluetooth Selfie,"R$100,59"
1359,Seminovo - Apple iPhone X 64gb Preto De Vitrine  - Laol,R$2.999
1360,Samsung Galaxy S20 128gb Cloud Blue Excelente Usado,R$2.559
1361,Celular Positivo P25 Dual Chip Câmera Bluetooth Bom P/ Idoso,R$155
1362, Apple iPhone 5s 16gb Desbloqueado Original ,R$588
1363,Multilaser Flip Up Dual Sim 32 Mb Preto 32 Mb Ram,R$135
1364, Apple iPhone 8 64 Gb Red Vitrine Original ,R$1.799
1365,Celular Nokia 2720a 2b,R$250
1366,"Smartphone Samsung Galaxy S10 Plus 6,4'' 128gb 8gb Ram Azul",R$5.199
1367,Celular Ipro A16 Dual Sim Tela De 2.4 Camera Vga E Fm Branco,R$110
1368,Sony Xperia Xa F3115 4g Single Octa 16gb Tela 5 Muito Bom,"R$629,99"
1369,Realme 8 Pro Dual Sim 128 Gb Infinite Black 8 Gb Ram,R$1.980
1370,Blackview BV9700 Pro Dual SIM 128 GB cinza 6 GB RAM,R$3.799
1371,Xiaomi 9c 64gb 3ram Top 100% Original Global+pelicula Promo,R$1.175
1372,Smartphone Galaxy S20 Fe Tela 6.5'' 128gb 6gb Ram Samsung  ,R$4.499
1373,Xiaomi Redmi Note 10 Pro (global) Dual 128gb 8gb Onix Gray,R$2.649
1374,Xiaomi Redmi Note 9S Dual SIM 64 GB cinza 4 GB RAM,R$1.706
1375,Celular Samsung Galaxy A11 6.4' 64gb 3gb Ram Dual Mostruário,R$979
1376,iPhone 6 16gb Celular Usado Seminovo Prateado Bom,R$739
1377,Celular Multilaser Flip Vita Lite Preto - P9142,R$179
1378,Smartphone Motorola Moto G60s 128gb Verde 6gb Ram Xt2133,R$1.966
1379,Apple iPhone 12 (128 Gb) - Preto,R$5.926
1380, iPhone 16 GB preto/prata,R$700
1381,"Celular Vita Dual Chip 1,8  Usb/bluetooth Multilaser P9048","R$172,88"
1382,Celular Flip Vita Azul Dual Chip Quadriband P9020 Multilaser,"R$199,99"
1383,Motorola Moto G5s 32gb Platinum Muito Bom Celular Usado ,R$569
1384,Samsung Galaxy S20 Plus 128gb Cosmic Gray Excelente Usado,R$2.919
1385,Apple iPhone SE (64 Gb) - Preto ,R$2.499
1386,Xiaomi Redmi 9 Dual Sim 128 Gb Sunset Purple 4 Gb Ram,R$1.329
1387,"Smartphone Galaxy S20 Fe 6,5' 128gb 6gb Ram Cld Mint Samsung",R$4.999
1388,Celular Positivo P 220 Antena Rural Dual Chip + Cabo Antena,R$195
1389,Celular Mox M330 Dual Chip,R$99
1390,Ulefone Armor 8pro 8gb Ram 128gb Rom Dual Sim Original,R$2.498
1391,Celular Multilaser Vita Iv Dual Sim Teclas Grandes Botão Sos,R$142
1392,Xiaomi Pocofone X3 Pro 128/6gb Azul Global,R$1.849
1393, Moto G9 Play Dual Sim 64 Gb Azul4 Gb Ram Vitrine Original ,R$1.049
1394,Motorola Moto G6 32gb Indigo Bom,R$609
1395,Samsung Galaxy S20 128gb Cosmic Gray Excelente Seminovo,R$2.559
1396,Multilaser F Dual Sim 32 Gb Ouro 1 Gb Ram,R$578
1397,LG K12 Prime Dual Sim 64 Gb Black 3 Gb Ram Original Nf,R$919
1398,Celular Xiaomi Redimi Note 10 Pro 128 Gb 6 Ram,R$2.250
1399,Celular Caterpillar B26 Dual Chip Black,R$419
1400,Xiaomi Redmi 7a 16gb - Novo,R$729
1401,"LG K9 X210 Tv - 16gb, 8mp, Tela 5´, Tv Android - Exposição ",R$699
1402,Celular Up Play Preto P9076 Multilaser,"R$89,61"
1403,Seminovo: Motorola One 64gb Branco Excelente - Trocafone,R$869
1404,Smartphone Xiaomi Redmi Note 10 Dual Sim 64gb,R$1.399
1405,Celular Asus Zenfone Live L2 Za550kl Dual Sim 32gb 2gb Ram,"R$699,90"
1406,Xiaomi Redmi 9c 32 Gb  Twilight Blue 2 Gb Ram,R$1.197
1407,Celular Flip Vita Multilaser Dual Chip Mp3 Azul 32 Mb Ram,"R$214,90"
1408,Usado: Samsung Galaxy S10+ 128gb Azul Bom - Trocafone,R$1.999
1409,Usado: Motorola Moto G5s 32gb Platinum Bom - Trocafone,R$539
1410,Smartphone Nokia 2.4  Nk034 Tela 6.5  64gb 3gb Ram Cinza ,"R$805,82"
1411,Xiaomi Redmi Note 10 5g 128gb 8gb Ram Dual Sim Global Prata,R$1.891
1412,Samsung Galaxy A10 32 GB preto 2 GB RAM,"R$879,05"
1413,Xiaomi Redmi Note 10 Dual Sim 128 Gb Pebble White 6 Gb Ram,R$1.849
1414,"iPhone 8 64gb Prata, Vitrine, Original, Desbloq., Perfeito.",R$1.725
1415,Samsung Galaxy J7 Neo 16gb Preto Celular Muito Bom,R$589
1416,Celular Motorola Moto G60 Xt2135-1 Dual Chip 6gb Ram Memoria,R$2.381
1417,Celular Nokia C3  Rosa ,R$280
1418,Celular Nokia Idoso Dual Sim Lanterna Rádio Fm Mp3 E 4 Jogos,"R$199,99"
1419,Usado: Samsung Galaxy J5 Pro 32gb Preto Muito Bom,R$619
1420,iPhone 8 64gb Cinza Espacial Celular Usado Excelente,R$2.059
1421,Samsung Galaxy S9 128gb Cinza Usado Bom Seminovo C/ Garantia,R$1.199
1422,Celular Xiaomi Redmi Note 8 64gb 4ram Câmera 48mpx ,R$1.229
1423,Apple iPhone 11 (64 Gb) - Verde,R$5.699
1424,"iPhone 8 64gb, Preto, Vitrine, Original, Desbloq., Perfeito.",R$1.725
1425,Umidigi Bison 2021 Global 8 Gb 128 Gb Nfc Android 11,R$1.799
1426,"Xiaomi Redmi Note 9 64 Gb E 3 Gb, Global",R$1.600
1427,Samsung Galaxy S20 128gb Cloud Blue Excelente Usado,R$2.559
1428,iPhone 6 64gb Cinza Espacial Bom - Celular Usado,R$989
1429,"Celular Motorola G30 128gb Tela De 6,5 Camera 64 Mp 8mp Dark",R$1.552
1430,Xiaomi Mi 10 Lite Dual Sim 128gb 6gb Original Nf Envio Hoje,R$1.979
1431,Blackview Bv4900 Pro,R$1.149
1432,Usado: Samsung Galaxy A71 128gb Cinza Excelente - Trocafone,R$1.789
1433,iPhone 7 32gb Plus De Vitrine Garantia E Nf Confira!!,R$1.897
1434,Celular Motorola Moto G4 Dtv Preto Excelente,R$489
1435,Celular Motorola Moto G7 64gb Polar Recondicionado Excelente,R$849
1436, Moto G10 Dual Sim 128 Gb Cinza-aurora 4 Gb Ram,R$1.366
1437,Usado: Motorola Moto G8 Play 32gb Preto Ônix Muito Bom,R$799
1438,Xiaomi Redmi Note 9 Dual Sim 64 Gb Cinza-meia-noite 3 Gb Ram,R$1.289
1439,Celular Samsung Galaxy A32 Violeta 128gb Cam 64mp8mp 5mp 2mp,R$2.399
1440,Smartphone Nokia 5.4 128gb Azul + Caixa De Som Speaker Flash,R$1.978
1441,Samsung Galaxy J6 32gb Prata Usado Seminovo Bom,R$609
1442,Xiaomi Redmi Note 10 5g Dual Sim 128 Gb Gray 6 Gb Ram + Nf,R$1.859
1443,Samsung Galaxy A30s 64gb Preto Muito Bom Usado,R$969
1444, Nokia 208 Dual Sim - Desbloqueado 1.3mp 3g - Exposição,R$349
1445,Samsung Galaxy S9 Plus 128gb Usado Cinza Bom,R$1.419
1446,Celular Flip Vita Lite Barato Facil Botão Socorro Sos Multi,"R$186,89"
1447,Samsung Galaxy S10 128gb Preto Celular Usado Bom,R$1.749
1448,Xiaomi Mi 11 Lite Dual Sim 128 Gb Peach Pink 6 Gb Ram,R$2.699
1449,Samsung Galaxy A32 5g 128 Gb Violeta,R$2.299
1450," Nokia Lumia 520 - Windows Phone 8, 1ghz, 5mp - Usado",R$149
1451,Xiaomi Mi Note 10 Dual SIM 128 GB preto-meia-noite 6 GB RAM,R$5.599
1452, Moto G5 Plus 64 Gb Cinza-lunar 4 Gb Ram,R$1.145
1453,Celular Samsung Galaxy M62 Azul 128 Gb 6.7 8 Gb Ram Cam. Qua,R$2.070
1454,Samsung Galaxy A51 128gb Preto Bom - Celular Usado,R$1.369
1455,Smartphone Tecno Camon 16 (128gb / 6gb Ram) ,R$1.499
1456,Celular Smartphone Motorola Moto G6 32gb Dual 3 Ram,R$978
1457,Smartphone Galaxy Note 20 6.7'' 256gb 8gb Ram Bronze Samsung,R$3.469
1458,"Celular Nokia C2 01 Desbloqueado,novo Original De Fabrica","R$359,99"
1459,Smartphone Fly F9 Pro Preto Dual Chip Rádio Fm Whatsapp,"R$237,80"
1460,"Samsung Galaxy S3 Gt I9300 16gb Siii 8mp, 3g - Usado",R$299
1461,"Smartphone Positivo Twist 4 Pro S518 64gb 4g Tela 5,5 Black",R$749
1462,Motorola Moto G5 Platinum Bom - Celular Usado,R$509
1463,Usado: Samsung Galaxy J4 Core Cobre 16gb Bom - Trocafone,R$529
1464,iPhone 7 Plus 32 Gb Ouro Rosa Original Mostruario P Entrega.,R$1.999
1465,LG G8X ThinQ Dual SIM 128 GB aurora black 6 GB RAM,R$3.099
1466,Smartphone Umidigi Bison 8gb+128gb Impermeável E Resistente,R$1.549
1467,Samsung Galaxy Note 10+ 256gb Aura Glow Excelente,R$2.949
1468,Celular Motorola Moto G7 Power 32gb Azul Navy Bom Usado,R$759
1469,Celular Multilaser Vita Iv Dual Sim Teclas Grandes Botão Sos,"R$133,90"
1470,Celular Samsung Galaxy A32 6.4  Dual 128gb 4gb Ram Preto,R$1.999
1471,Xiaomi Redmi 9i Dual Sim 64 Gb Nature Green 4 Gb Ram,"R$964,37"
1472,Celular Caterpillar Cat S52 64 Gb 4 Gb Ram,R$2.099
1473,Samsung Galaxy Note 10+ 256gb Aura Glow Bom - Celular Usado,R$2.809
1474,Motorola One 64gb Branco Bom - Trocafone - Usado,R$789
1475,Smartphone Motorola Moto E7 32gb Câmera Dupla Cinza Metálico,R$999
1476,Celular Apple iPhone 7 Plus 32gb Preto - Vitrine,R$1.758
1477,Xiaomi Pocophone Poco M3 128gb 4gb Ram Cool Blue Global Nf-e,R$1.350
1478,Smartphone Cubot X30 128gb 8gb Ram Nfc Câmera 48mp Global,R$1.560
1479,Celular Samsung Galaxy A02s 6.5  Dual 32gb 3gb Mostruário,R$759
1480,Celular Do Idoso Positivo Letras Grandes 32gb Sos Preto,"R$749,90"
1481,Xiaomi Mi 11i Dual SIM 256 GB cosmic black 8 GB RAM,R$4.350
1482,Xiaomi Poco X3 Pro 128gb Rom 6gb Ram Global Bronze,R$1.899
1483,Xiaomi Redmi Note 10s 128 Gb Ocean Blue 6 Gb Ram ,R$1.749
1484,"Celular Smartphone Realme C15 Global 128gb/4gb Tela 6,5 Pol",R$1.149
1485,Celular Samsung Keystone 2 Gt-e1207y Dual Sim Antena Rural,"R$199,90"
1486, iPhone X 256 GB cinza-espacial,R$3.799
1487,Xiaomi Redmi Note 10 64gb Dual Sim 4gb +capa+película+fone,R$1.470
1488,Alcatel Onetouch 3075m 3g Wi-fi Mp3 Qwerty Radio Fm Open Box,R$148
1489,Xiaomi Redmi Note 10 Shadow Black 128 Gb  6 Gb Ram,R$1.705
1490, iPhone 7 32 Gb Preto-fosco Exposicao 12 S/ Jurs,R$1.397
1491,Celular Pra Idoso Flip Up Camera Bluetooth Micro Sd P9022,"R$160,90"
1492,Asus Zenfone Max Pro Zb631kl Dual 64gb 6gb Ram Lacrado ,R$985
1493,Smartphone Multilaser G Max 2 P9156 64gb 4g Android 11 Preto,R$849
1494,Celular Blu Tank Ii Dual Sim 32 Mb Ram Tela 2.4 Rádio Fm ,"R$169,98"
1495,Celular Bom E Barato  Nokia 1600 Celular Que Fala A Hora,R$349
1496,iPhone 6s 128gb Apple Exposicao Garantia Prata 12x Sem Juros,R$5.000
1497,Realme Narzo 30 5g Dual Sim 128gb 4gb Ram Racing Silver,R$1.480
1498,Smartphone Moto E7 32 Gb Dual Chip Tela 6.5   Cinza Metálico,R$829
1499,Celular Para Idoso Ipro A15 Dual Sim Camera Radio Fm Mp3 ,R$124
1500,iPhone 6s 64gb Apple Exposição Vitrine Novo 12x Promoção ,R$1.459
1501,iPhone 7plus Usado. 7 Plus 128gb Marcas De Uso 100% Garantia,R$1.999
1502, Moto G20 64 GB pink 4 GB RAM,R$1.150
1503,Samsung Galaxy S9 Plus 128gb Preto Bom - Celular Usado,R$1.419
1504,Xiaomi Redmi Note 10s Purple Starlight 128 Gb /6 Gb Ram Roxo,R$1.699
1505,Xiaomi Poco F3 5g Dual Sim 256 Gb Azul 8 Gb Ram Ocean Blue ,R$2.799
1506,LG G6 32 GB ice platinum 4 GB RAM,R$989
1507,Google Pixel 5a 128gb 6gb Ram Lacrado Tela 6.34 Pta Entrega,R$5.088
1508,Usado: Samsung Galaxy J3 Sm-j320m Dourado Bom - Trocafone,R$459
1509,"Apple iPhone 5 Preto, 16gb - Desbloqueado, Original - Com Nf","R$419,87"
1510,iPhone 8 Plus 64gb Vitrine Apple  Sem Detalhes Promo,R$2.699
1511,Celular Samsung Galaxy A11 6.4' 64gb 3gb Duos 4g Mostruário,R$979
1512,"Samsung Galaxy A7 A750 64gb, 24mp, Tela 6´ - Exposição",R$1.199
1513,Celular Doogee S86  6gb + 128gb  Melhor Qualidade Do Mercado,R$2.500
1514,Apple iPhone 7 32gb Original Com Garantia Pronta-entrega 12x,R$1.299
1515,Celular Up Play Dual Sim 32 Mb Branco 32 Mb Ram Multilaser,R$110
1516,iPhone XR 128gb Preto Usado Seminovo Excelente Com Nota Fisc,R$3.399
1517,Smartphone Motorola Moto G 5g 128gb Tela 6.7 Câmera Tripla,R$2.139
1518,"Smartphone Moto G20 Pink, Tela 6,5 , 64gb, 4g - Xt2128-4",R$1.352
1519,Positivo Twist 3 S513 Dual Sim 32gb 1gb Ram Tela 5.5,R$484
1520,Xiaomi Redmi 9 Global 64 Gb 4 Gb Ram Gray +capa 12x Envio Hj,R$1.132
1521,Umidigi A11  Ram 3gb + 64gb Tela 6.5 Hd  Bateria 5150mah ,R$919
1522,Usado: Samsung Galaxy J7 Prime Dourado Bom - Trocafone,R$589
1523,Celular Smartphone Samsung Grand Duos 8gb I9082 - Excelente,"R$446,99"
1524,iPhone 7 Plus 128 Gb Celular Promoção Vitrine Rosa Excelente,R$2.179
1525,Celular Meu Tn100 Preto/branco 2 Chips Mp3 Wifi Bluetooth,R$50
1526,Xiaomi Poco X3 Nfc Shadow Gray 64gb 6 Gb Ram,R$1.499
1527,Celular Para Idoso Botão Sos Rádio Fm Ee 110 Preto,R$165
1528,Celular Moto E7 Power 32\2gb Câm.dupla  6.5  - Azul Metálico,R$1.299
1529,Xiaomi Redmi 9a Dual Sim 32 Gb Cinza 2 Gb Ram+nota Fiscal,R$840
1530,Samsung Galaxy A11 Dual Sim 64 Gb Azul 3 Gb Ram,R$1.091
1531,Telefone Celular Simples C/câmera Bluetooth Barato Trabalho ,"R$135,90"
1532,Samsung Galaxy A12 64gb 4gb Ram Tela 6.5  - Vermelho,R$1.410
1533,Celular P Idoso Flip Vita Multilaser Dual Chip Botao Sos Fm,R$209
1534,Celular Idoso Internet E Whatsapp Smartbros 32gb Envio 24h,"R$799,90"
1535,Smartphone Fly F9 Pro Preto Dual Chip Rádio Fm Whatsapp,"R$237,90"
1536,"Motorola Moto G4 Plus Dual Xt1640 - 32gb, 16mp - Exposição",R$749
1537, Moto G9 Play Dual Sim 64 Gb Azul4 Gb Ram Vitrine Original ,R$1.049
1538,Usado: Samsung Galaxy A51 128gb Branco Muito Bom - Trocafone,R$1.369
1539,Samsung Galaxy J7 Neo 16gb Dourado Usado Muito Bom,R$589
1540,Xiaomi Redmi Note 10 5g 8gb Ram 128gb  Nighttime Blue Azul,R$2.599
1541,Samsung Galaxy M11 Dual SIM 32 GB azul-metálico 3 GB RAM,R$1.089
1542,Smartphone Motorola Moto G9 Play Câmera Tripla 64 Gb 4g Xt20,R$1.256
1543,Samsung Galaxy J6 + Plus J610 Duos J6+ 32gb 4g - Exposição,R$999
1544,Xiaomi Mi 11 Lite 128gb 8gb Ram B Blue Tela 6.55 V Globa Nf ,R$2.549
1545,iPhone 7 Plus 32 Gb Ouro Rosa,R$2.199
1546,"Apple iPhone SE 16gb - Ios 9, Tela 4´, 12mp - Exposição",R$1.099
1547,Smartphone Xiaomi Redmi 9a Dual Sim 32 Gb Cinza 2 Gb Ram,"R$830,13"
1548,Samsung Galaxy J1 2016 Dual J120 8gb Tela 4.5 3g Wifi,R$369
1549,Phone Xs Max 64 Gb Dourado Ram 4 Gb Nf+ Garantia - Vitrine,R$4.299
1550,Promoção Celular Motorola Moto G5 Dual 32gb Xt1672  Vitrine,R$785
1551,Motorola Moto G10 Dual Sim 64gb Branco Floral 4gb Ram,R$1.329
1552,Celular Positivo P31 3g Ideal Para Idosos Desbloqueado Preto,R$289
1553,Xiaomi Redmi Note 10 5g 128 Gb Nighttime Blue 8 Gb Ram + Nf,R$2.099
1554,iPhone XS 64gb Cinza Espacial Muito Bom,R$3.309
1555,"Samsung Galaxy S6 Edge + G928 - 4g, 32 Gb, 16mp - Mostruário",R$1.399
1556,Smartphone Cubot J5 2gb Ram 16gb De Memória Interna Envio Já,"R$649,99"
1557,Xiaomi Note 9 Dual Sim 64 Gb Cinza-meia-noite 3 Gb Ram,R$1.259
1558,Motorola Moto G4 Play Xt1603 Dtv Dual 16gb 8mp 4g Mostruário,R$599
1559,Apple iPhone 7 32gb Tela 4.7' 4g 2gb Ram Cam 12mpx Ios 14,R$969
1560,iPhone XR 64gb Preto Celular Muito Bom Usado,R$3.029
1561,Xiaomi Poco F3 5g Dual Sim 256 Gb Preto 8 Gb Ram Com Nf,R$2.949
1562,Samsung Galaxy A50 128gb Azul Bom - Celular Usado,R$1.179
1563,Motorola Moto One Hyper Dual Sim 128 Gb Dark 4 Gb Ram,R$1.499
1564,Xiaomi Redmi Note 8 Dual Sim 64 Gb Neptune Blue 4 Gb Ram,R$1.296
1565,Celular Samsung Galaxy A10 32gb Vermelho Excelente Usado,R$769
1566,Moto  G9 Play Dual Sim 64 Gb Azul-safira 4 Gb Ram,R$1.399
1567,Samsung Galaxy A80 128gb Preto Muito Bom Usado,R$1.609
1568,Usado: Samsung Galaxy S20 Fe 128gb Cloud White Excelente,R$2.079
1569,Samsung Galaxy A20s 32gb Preto Bom Usado,R$799
1570,Celular Realme 8 Pro 128gb 8gb Preto Infinito Envio Já Nf-e,R$1.926
1571,Note 10 Pro Max 128/6gb/ 108mpx / Snap 732g,R$2.099
1572,LG K50s Dual Sim 32 Gb Moroccan Blue 3 Gb Ram Original Nf,R$900
1573,"Smartphone Doogee S86 Pro 6/128gb 8,500mah Pronta Entrega",R$2.199
1574,"Positivo First S410 - Dual, Android, 2mp 8gb 3g - Novo",R$349
1575,Xiaomi Redmi Note 10s 128gb 6gb Ram + Nota,R$1.679
1576,Smartphone Motorola Moto E6s 64gb Câmera Traseira 13mp + 2mp,"R$998,90"
1577,iPhone 7 Plus 128 Gb Vitrine Garantia Excelente Cores,R$2.279
1578, Moto G5 Dual SIM 16 GB ouro-fino 3 GB RAM,R$678
1579,Samsung Galaxy A71 128gb Preto Bom - Celular Usado,R$1.599
1580, iPhone 8 64 Gb Dourado - Vitrine,R$1.749
1581,Celular Abre Fecha Multilaser Flip Vita Lite Botão Sos P9142,"R$219,90"
1582,BLU G90 Dual SIM 64 GB black 4 GB RAM,R$1.000
1583,Telefone Celular De Mesa Dual Sim Quadriband Ca-42s Aquário,"R$279,90"
1584,Celular Samsung Galaxy A70 128gb Azul Muito Bom Usado,R$1.299
1585,Xiaomi Redmi 9t Dual Sim 128gb 6 Gb Ram Carbon Gray (global),R$1.980
1586,Motorola Moto One Vision 128gb Azul Safira Bom Celular Usado,R$1.029
1587,"Celular LG K62 Plus 128gb Tela De 6,59 Branco 4g Octa-core 4",R$1.435
1588,"iPhone 8 64gb Vitrine Apple Tela 4,7 Igual Zero C/ Nf-e",R$1.998
1589,Celular Multilaser E Lite Dual Sim 32 Gb Dourado 512 Mb Ram,R$379
1590,Samsung Galaxy A70 Dual SIM 128 GB branco 6 GB RAM,R$2.467
1591,Celular Motorola Moto G30 64 Gb 4ram,R$1.399
1592,Celular Xiaomi Note 10 Dual Sim 128 Gb Azul  6 Gb Ram,R$2.650
1593,Fones De Ouvido Sem Fio A10 Com Smartwatch Y68,"R$145,63"
1594,Celular iPhone 7 32gb Vitrine Original + Garantia À Vista,R$1.299
1595,iPhone 8 Plus 64 Gb Prata - Vitrine - Garantia E Nf,R$2.299
1596, Xaomi Redmi Note 10 Pro 128 Gb 6 Ram Câmara Quádrupla ,R$2.599
1597,Motorola Moto Z Play Xt1635 32gb 16mp 4g Wi-fi - Mostruário,R$899
1598,iPhone 7 32gb Original Apple Semi-novo C/ Marcas +2 Brindes ,R$1.088
1599,Smartphone Huawei P40 Lite 128gb 6gb Ram,R$1.899
1600,Xiaomi Poco M3 Dual Sim 128 Gb Power Black 4 Gb Ram,R$1.369
1601, Motorola Moto E6s Dual Sim 32 Gb Vermelho 2 Gb Ram Original,"R$688,99"
1602,Smartphone Motorola Moto G30 128 Gb Tela 6.5 '' Dark Prism,R$2.299
1603,Smartphone Xiaomi Mi 11 Lite Dual Sim 128gb 8 Ram Boba Black,R$2.899
1604,Xiaomi Redmi 9 ,R$999
1605,Smartphone  Cubot Note 20 Original 3gb Ram 64gb Id Facial,"R$799,90"
1606,Celular Motorola Moto Z2 Play 64gb Usado Platinum Bom C/ Nf,R$709
1607,Usado: Samsung Galaxy S20 Fe 128gb Cloud Navy Muito Bom,R$1.999
1608,"Galaxy Note20 Ultra 256gb, 12 Gb Ram - Samsung",R$6.499
1609,Xiaomi Poco X3 Nfc Dual Sim 64 Gb 6gb Ram + Nota,R$1.689
1610,Xiaomi Redmi Note 10s 128 Gb Ocean Blue 6 Gb Ram ,R$1.749
1611,Smartphone Note 10 Pro Max 128/6gb,R$2.099
1612,Positivo Twist 2 Pro S532 Dual SIM 32 GB preto 1 GB RAM,R$649
1613,Smartphone Motorola Moto G Pro 128gb 6.4  Mystic Indigo Azul,R$1.650
1614, iPhone Barato 6s 128 Gb Prateado Vitrine Bateria 100% Vida,R$1.328
1615,Smartphone Motorola Moto G 5g Plus 128gb,R$2.899
1616,Seminovo: Samsung Galaxy A31 128gb Azul Excelente,R$1.259
1617,iPhone X  256gb Original Apple Semi-novo 12x  S/juros,R$3.199
1618,Smartphone Xiaomi Redmi 8a 32gb Dual 2gb 6.2'' Versão Global,R$1.098
1619,Apple iPhone 7 Plus Preto 128 Gb Original Vitrine+ Brindes..,R$2.099
1620,iPhone 6s Plus 64gb Ouro Rosa Bom - Celular Usado,R$1.349
1621,Smartphone Positivo Twist 2 Go S541 Com 8gb Tela 5  Com Capa,R$439
1622,Realme 8 Pro Dual Sim 128 Gb Infinite Blue 8 Gb Ram,R$1.985
1623,Celular Smartphone Motorola Moto C Plus 8gb Tv 1 Ram,R$592
1624,Celular Flip Vita Azul Dual Chip Quadriband Multilaser P9020,"R$179,80"
1625,Celular Blu Max Dual Sim 8 Gb Black 1 Gb Ram 8 Mpx A13718,"R$489,90"
1626,Smartphone Motorola Moto E6i 4g 32gb Tela 6.1 Android 10 Go,"R$807,30"
1627,Xiaomi Redmi Note 9 Dual Sim 64 Gb Preto-ônix 3 Gb Ram,R$1.500
1628,Usado: Samsung Galaxy A50 128gb Preto Bom - Trocafone,R$1.179
1629,Samsung Galaxy J5 16gb-preto Ñ Enviamos,"R$275,50"
1630,"Xiaomi Poco F3 5g Dualsim 128gb/6ram -global, Branco+brinde",R$2.570
